0.7446736596721893,0.616053819089842,1
0.6497362530873152,0.4530802722367562,1
0.7211797316525337,0.16666516130318854,1
0.33601860802486794,0.35437172557950003,1
0.07374719564414367,0.21196644757237815,1
0.9111454606546237,0.9492382371943534,-1
0.6230519448030927,0.1470403167557056,1
0.7249898125367543,0.9322242089213697,-1
0.5816500085736884,0.770192365877398,1
0.3531865197414361,0.39187080472075664,1
0.3447246172605509,0.4749931458925214,1
0.2346927070114463,0.1870861581504184,1
0.5702157229180076,0.028486846584499292,1
0.6099164095472697,0.8579069381900571,1
0.2675843514919656,0.0022728147715233016,1
0.2212321338938933,0.8013201009427917,1
0.9315096787144012,0.8436919609265187,-1
0.45430422848312846,0.30051063160247105,1
0.6032444675046267,0.013573351748180529,1
0.5068238876620199,0.49888974890772153,1
0.3764037338270978,0.3614853736565502,1
0.0889706473026356,0.8677605365997216,1
0.241231775400081,0.3068863487888952,1
0.10509145290260513,0.2933832942035415,1
0.32279761246044936,0.5281216024421618,1
0.11411918206321292,0.8227407937910288,1
0.1568368704219678,0.27143232878822476,1
0.7612678071144813,0.06285578843492556,1
0.4936399623357909,0.478885283521436,1
0.665928834844702,0.5211999781701506,1
0.9727380820548084,0.7464609289356636,-1
0.3898687020648244,0.44859666131469056,1
0.740376634543761,0.3853555201228057,1
0.7348068197028217,0.46837235795730914,1
0.6133691656233918,0.9097938933026503,1
0.23291486785495408,0.6815229970855369,1
0.6593056215532122,0.19107669560006102,1
0.848952687961512,0.47390438369935717,1
0.7498450616794948,0.014321074202072959,1
0.17648962170824034,0.19641271101640423,1
0.5096523218458894,0.5533020023319825,1
0.4409649226154174,0.5229618624167938,1
0.08094054148731289,0.9829415418452163,1
0.6184054399624701,0.41878496915751595,1
0.6136061998748287,0.39003361942214554,1
0.8357915266697187,0.8164869541672277,-1
0.5111100338868971,0.6806447840677999,1
0.2327271927861525,0.8392516952362853,1
0.6879753410640214,0.3614226678605752,1
0.012902699899779435,0.9785840760322706,1
